Name,Id,Level,Hp,BaseExp,JobExp,Size,Race,Element,Custom
Cold Mana,3104,1,30,0,0,Small,Formless,Neutral4,False
Apostle Ahat,3105,165,9000000,50000000,50000000,Small,Angel,Fire2,False
Apostle Shnaim,3106,165,8000000,40000000,40000000,Medium,Demon,Water2,False
Jitterbug,3108,135,2614000,3680400,2317000,Large,Demon,Undead2,False
Jitterbug,3109,135,2614000,3680400,2317000,Large,Demon,Undead2,False
Charleston 3,3124,145,23671401,313200000,247300000,Large,Demon,Neutral3,False
Step,3125,130,55403,308800,239200,Small,Demon,Neutral1,False
Lockstep,3126,131,71056,360900,220900,Medium,Demon,Neutral2,False
N Type,3127,132,73644,360700,220500,Medium,Demon,Neutral1,False
Security Gear,3128,133,68018,372900,203200,Medium,Demon,Neutral2,False
Corrupted Steward,3139,160,271200,1333200,1759600,Medium,Undead,Undead1,False
Corrupted Monk,3140,163,200336,1399800,1847400,Large,Undead,Undead4,False
Grand Chamberlain in Pain,3141,162,416200,1422200,1877200,Medium,Undead,Undead2,False
Maggot,3142,163,161622,2200,2800,Medium,Insect,Earth2,False
Corrupted Palace Guard,3143,165,368160,1630600,763800,Large,DemiHuman,Dark2,False
Wandering Archer,3144,166,288740,1424800,1031400,Medium,Demon,Dark2,False
Corrupted Abysmal Knight,3145,172,451578,1858400,1823200,Large,DemiHuman,Dark4,False
Suffering Khalitzburg,3146,173,473702,1754200,1612800,Large,Undead,Undead1,False
Bloody Knight,3147,173,493502,2044800,2407000,Large,Formless,Dark4,False
Agony of the Royal Knight,3148,175,1900070,16001800,14870200,Large,DemiHuman,Neutral4,False
Grudge of the Royal Knight,3149,175,1696020,15967200,13243600,Large,DemiHuman,Neutral4,False
Realized Amdarias,3150,180,42900000,229132000,241673000,Large,Undead,Undead4,False
Realized Root of Corruption,3151,180,18200000,100000000,100000000,Large,Demon,Earth3,False
Maggot,3152,163,161622,2200,2800,Medium,Insect,Earth2,False
Excavator Robot,3153,163,166860,1502600,1691500,Medium,Formless,Neutral3,False
Recon Robot,3154,165,256000,1579600,1773800,Large,Formless,Neutral4,False
Repair Robot,3155,155,154760,1174800,1323700,Small,Plant,Wind1,False
Exploration Rover,3156,168,293640,1817200,3506500,Large,DemiHuman,Neutral4,False
Ruin Grace Believer,3157,100,61350,466600,387400,Medium,DemiHuman,Neutral2,False
Ruin Grace Believer,3158,100,61350,466600,387400,Medium,DemiHuman,Neutral2,False
Illegal Promotion,3159,100,10,0,0,Small,Formless,Neutral2,False
Shooting Target,3169,0,0,0,0,Small,Formless,Neutral1,False
Shooting Target,3170,0,0,0,0,Small,Formless,Neutral1,False
Rotar Zairo,3175,113,15900,159100,122100,Large,Formless,Wind2,False
Gremlin,3176,118,20313,200900,139000,Large,Demon,Dark2,False
Beholder,3177,118,20313,200900,139000,Large,Demon,Dark2,False
Acidus,3178,130,48430,308800,239200,Large,Dragon,Dark2,False
Acidus,3179,130,40718,293800,203200,Large,Dragon,Wind2,False
Wywern,3180,117,300000,0,0,Large,Dragon,Dark4,False
Captain Ferlock,3181,130,3000000,308800,239200,Large,Dragon,Dark2,False
Sarah Irene,3190,160,100000000,0,0,Medium,DemiHuman,Neutral1,False
Gigantes,3191,160,6653400,0,100,Medium,Demon,Dark2,False
Gigantes,3192,160,9870000,0,0,Medium,Demon,Dark2,False
Ancient Medium Gigantes,3193,160,1126300,0,0,Medium,Demon,Dark2,False
Large Gigantes,3194,160,2482000,0,0,Large,Demon,Dark2,False
Large Gigantes,3195,160,2784175,0,0,Large,Demon,Dark2,False
Ancient Gigantes,3196,160,12063464,0,0,Large,Demon,Dark2,False
Mutant Gargoyle,3197,150,256780,0,0,Medium,Demon,Wind3,False
Mutant Galion,3198,150,293165,0,0,Medium,Brute,Wind2,False
Wicked Mutant Dragon,3199,150,324891,0,0,Large,Dragon,Fire2,False
Wicked Chimera,3200,150,301158,0,0,Large,Brute,Fire3,False
Organic Pumpkin,3202,10,40,2000,1300,Small,Plant,Water1,False
Inorganic Pumpkin,3203,10,40,2000,1300,Small,Plant,Water1,False
Eremes Guile,3208,179,2380000,7000000,3500000,Medium,Demon,Poison4,False
Magaleta Sorin,3209,177,2448000,8000000,4000000,Medium,DemiHuman,Holy4,False
Katrinn Keyron,3210,177,2040000,6000000,3000000,Medium,DemiHuman,Ghost4,False
Shecil Damon,3211,179,2142000,7000000,3500000,Medium,DemiHuman,Wind4,False
Harword Alt-Eisen,3212,177,2720000,10000000,5000000,Medium,DemiHuman,Water4,False
Seyren Windsor,3213,179,2448000,8000000,4000000,Medium,Demon,Fire4,False
Guillotine Cross Eremes,3214,189,3150000,0,0,Medium,Demon,Poison4,False
Arch Bishop Magaleta,3215,187,3600000,0,0,Medium,DemiHuman,Holy4,False
Warlock Katrinn,3216,187,2700000,0,0,Medium,DemiHuman,Ghost4,False
Ranger Shecil,3217,189,3150000,0,0,Medium,DemiHuman,Wind4,False
Mechanic Harword,3218,187,4500000,0,0,Medium,DemiHuman,Earth4,False
Rune Knight Seyren,3219,189,3600000,0,0,Medium,Demon,Fire4,False
Guillotine Cross Eremes,3220,189,12600000,300000000,300000000,Medium,DemiHuman,Poison4,False
Arch Bishop Margaretha,3221,187,14400000,300000000,300000000,Medium,DemiHuman,Holy4,False
Ranger Cecil,3222,189,12600000,300000000,300000000,Medium,DemiHuman,Wind4,False
Mechanic Howard,3223,187,18000000,300000000,300000000,Medium,DemiHuman,Water4,False
Warlock Kathryne,3224,187,10800000,300000000,300000000,Medium,DemiHuman,Ghost4,False
Rune Knight Seyren,3225,189,14400000,300000000,300000000,Medium,DemiHuman,Fire4,False
Randel,3226,178,2550000,10000000,5000000,Medium,DemiHuman,Holy4,False
Flamel,3227,176,2312000,8000000,4000000,Medium,DemiHuman,Fire4,False
Celia,3228,178,2295000,9000000,4500000,Medium,DemiHuman,Ghost4,False
Chen,3229,178,2261000,7000000,3500000,Medium,Demon,Water4,False
Gertie,3230,178,2040000,8000000,4000000,Medium,Demon,Poison4,False
Alphoccio,3231,176,2040000,6000000,3000000,Medium,DemiHuman,Wind4,False
Trentini,3232,176,2040000,6000000,3000000,Medium,DemiHuman,Wind4,False
Royal Guard Randel,3233,188,4500000,0,0,Medium,DemiHuman,Holy4,False
Genetic Flamel,3234,186,3600000,0,0,Medium,DemiHuman,Fire4,False
Sorcerer Celia,3235,188,4050000,0,0,Medium,DemiHuman,Ghost4,False
Sura Chen,3236,188,3150000,0,0,Medium,Demon,Water4,False
Shadow Chaser Gertie,3237,188,3600000,0,0,Medium,Demon,Poison4,False
Minstrel Alphoccio,3238,186,3600000,0,0,Medium,DemiHuman,Wind4,False
Wanderer Trentini,3239,186,3600000,0,0,Medium,DemiHuman,Wind4,False
Royal Guard Randel,3240,188,18000000,300000000,300000000,Medium,DemiHuman,Holy4,False
Genetic Flamel,3241,186,14400000,300000000,300000000,Medium,DemiHuman,Fire4,False
Sorcerer Celia,3242,188,16200000,300000000,300000000,Medium,DemiHuman,Ghost4,False
Sura Chen,3243,188,12600000,300000000,300000000,Medium,DemiHuman,Water4,False
Shadow Chaser Gertie,3244,188,14400000,300000000,300000000,Medium,DemiHuman,Poison4,False
Minstrel Alphoccio,3245,186,10800000,300000000,300000000,Medium,DemiHuman,Wind4,False
Wanderer Trentini,3246,186,10800000,300000000,300000000,Medium,DemiHuman,Wind4,False
Green Cenere,3247,150,140088,763500,769800,Small,Formless,Wind1,False
Repair Robot Turbo,3248,158,186320,1320800,1448900,Small,Formless,Neutral2,False
Explorer Robot Turbo,3249,171,318117,1982600,4102300,Large,Formless,Neutral4,False
Can Robot,3250,155,30,6100,5800,Small,Formless,Neutral1,False
Machine Component,3251,149,217650,659800,593100,Small,Formless,Dark2,False
Machine Component,3252,153,245670,725500,701100,Medium,Formless,Dark1,False
System message,3253,160,100,0,0,Large,Demon,Dark1,False
T_W_O,3254,165,48000000,0,0,Large,Demon,Dark3,False
Smelly Ghoul,3255,155,178652,1023300,1059800,Small,Plant,Wind1,False
Smelly Zombie,3256,148,134615,685900,690300,Small,Formless,Neutral3,False
Poring,3384,100,25000,143000,144000,Medium,Plant,Water1,False
Lunatic,3385,100,25000,143000,144000,Small,Brute,Neutral3,False
Fabre,3386,100,25000,143000,144000,Small,Insect,Earth1,False
Picky,3387,100,25000,143000,144000,Small,Brute,Fire1,False
Condor,3388,100,40000,155000,162000,Medium,Brute,Wind1,False
Willow,3389,100,40000,155000,162000,Medium,Plant,Earth1,False
Spore,3390,100,40000,155000,162000,Medium,Plant,Water1,False
Poporing,3391,100,40000,155000,162000,Medium,Plant,Poison1,False
Smokie,3392,100,55000,166000,179400,Small,Brute,Earth1,False
Dokebi,3393,100,55000,140000,150000,Small,Demon,Dark1,False
Bigfoot,3394,100,55000,140000,150000,Large,Brute,Earth1,False
Wormtail,3395,100,55000,140000,150000,Medium,Plant,Earth1,False
Wolf,3396,100,70000,140000,150000,Medium,Brute,Earth1,False
Boa,3397,100,70000,140000,150000,Medium,Brute,Earth1,False
Anacondaq,3398,100,70000,140000,150000,Medium,Brute,Poison1,False
Marin,3399,100,85000,150000,165000,Medium,Plant,Water2,False
Muka,3400,100,85000,150000,165000,Large,Plant,Earth1,False
Peco Peco,3401,100,85000,150000,165000,Large,Brute,Fire1,False
Deniro,3402,100,100000,150000,165000,Small,Insect,Earth1,False
Piere,3403,100,100000,150000,165000,Small,Insect,Earth1,False
Andre,3404,100,100000,150000,165000,Small,Insect,Earth1,False
Golem,3405,100,115000,150000,165000,Large,Formless,Neutral3,False
Scorpion,3406,100,100000,150000,165000,Small,Insect,Fire1,False
Chonchon,3407,100,115000,150000,165000,Small,Insect,Wind1,False
Metaller,3408,100,130000,150000,165000,Medium,Insect,Fire1,False
Sandman,3409,100,130000,400000,210000,Medium,Formless,Earth3,False
Raggler,3410,100,130000,400000,210000,Small,Brute,Wind1,False
Dragon Tail,3411,100,145000,400000,210000,Medium,Insect,Wind2,False
Grove,3412,100,145000,400000,210000,Medium,Brute,Earth2,False
Sea Otter,3413,100,145000,400000,210000,Medium,Brute,Water3,False
Galapago,3414,100,1221,400000,210000,Small,Brute,Earth1,False
Seal,3415,100,160000,400000,210000,Medium,Brute,Water1,False
Alligator,3416,100,160000,800000,400000,Medium,Brute,Water1,False
Megalodon,3417,100,160000,800000,400000,Medium,Undead,Undead1,False
Tri Joint,3418,100,175000,800000,400000,Small,Insect,Earth1,False
Megalith,3419,100,175000,800000,400000,Large,Formless,Neutral4,False
Dryad,3420,100,175000,800000,400000,Medium,Plant,Earth4,False
Infinite Toad,3421,105,900000,1680000,2100000,Medium,Fish,Water1,False
Infinite Wolf,3422,105,900000,1680000,2100000,Medium,Brute,Earth1,False
Infinite Vocal,3423,105,900000,4752000,4800000,Medium,Insect,Earth1,False
Infinite Eclipse,3424,105,900000,4582300,4628600,Medium,Brute,Neutral3,False
Infinite Chimera,3425,105,900000,1200000,1500000,Large,Brute,Fire3,False
Infinite Eddga,3426,101,1850000,10000000,10000000,Large,Brute,Fire1,False
Infinite Osiris,3427,103,2850000,10000000,10000000,Medium,Undead,Undead4,False
Infinite Phreeoni,3428,105,4750000,10000000,10000000,Large,Brute,Neutral3,False
Infinite Orc Hero,3429,100,6650000,10000000,10000000,Large,DemiHuman,Earth2,False
Infinite Tao Gunka,3430,110,8550000,10000000,10000000,Large,Demon,Neutral3,False
Frozen Wolf,3442,140,80000,500000,500000,Medium,Brute,Water1,False
Taffy,3443,145,100000,600000,600000,Medium,Brute,Earth1,False
Watcher,3444,145,120000,700000,700000,Small,Formless,Wind1,False
Enchanted Archer Skelet,3445,114,10000,0,0,Medium,Undead,Undead3,False
Enchanted Skeleton,3446,114,10000,0,0,Medium,Undead,Undead3,False
Enchanted Soldier Skele,3447,115,20000,0,0,Medium,Undead,Undead3,False
Renovated Amdarais,3448,99,10000000,0,0,Large,Undead,Undead1,False
Enhanced Amdarais,3449,98,66666,0,0,Large,Undead,Undead1,False
Bijou,3450,115,10000000,6666600,6666600,Large,Undead,Undead4,False
Immotal Corps,3451,158,198410,957500,785900,Medium,Demon,Undead4,False
Zombie Guard,3452,145,124000,688700,480900,Medium,Undead,Undead4,False
Suspicious Intruder,3454,103,20714,196300,200100,Medium,DemiHuman,Dark2,False
Plate,3455,1,1,0,0,Small,Formless,Neutral1,False
Weakened Stefan,3473,160,20000000,9645300,12115600,Large,Undead,Undead1,False
Immortal Cursed Knight,3474,160,10000000,4798600,5157300,Large,Formless,Dark2,False
Immortal Wind Ghost,3475,160,10000000,4798600,5157300,Medium,Demon,Wind2,False
Immortal Zombie Soldier,3476,160,405694,1057000,1010000,Medium,Undead,Undead1,False
Immortal Fortress Legion,3477,160,405694,1546400,1432000,Medium,Demon,Undead1,False
Immortal Fortress Key Keeper,3478,160,423332,1546400,1432000,Medium,Undead,Undead2,False
Immortal Zombie Assaulter,3479,160,405694,1546400,1432000,Medium,Undead,Undead1,False
Immortal Cursed Zombie,3480,160,405694,1546400,1432000,Medium,Undead,Undead1,False
Immortal Nightmare Shadow,3481,160,423330,1405900,1510000,Large,Demon,Dark1,False
Immortal Angry Shadow,3482,160,388054,1405900,1510000,Medium,Demon,Dark1,False
Immortal Death Shadow,3483,160,423330,1405900,1510000,Large,Demon,Dark1,False
Stefan J.E Wolf,3484,160,20000000,280009000,267592000,Large,Undead,Undead2,False
Butcher Soldier,3487,115,90000,0,0,Small,Demon,Undead4,False
Scythe Soldier,3488,115,120000,0,0,Small,Demon,Undead4,False
Bone Crash Soldier,3489,115,170000,0,0,Small,Demon,Undead4,False
Immortal Commander,3490,160,500000,2500000,1500000,Medium,Demon,Undead4,False
System Message,3493,160,100,0,0,Small,Plant,Earth1,False
Eggring,3495,1,50,5000,3500,Medium,Plant,Earth1,False
Leaf Lunatic,3496,3,44,5000,3500,Small,Brute,Neutral3,False
Grass Fabre,3497,7,60,5500,4000,Small,Insect,Earth1,False
Wild Hornet,3498,11,78,5700,4200,Small,Insect,Wind1,False
Sweet Roda Frog,3499,14,140,6500,5000,Medium,Fish,Water1,False
Hunter Desert Wolf,3500,17,113,7600,5800,Small,Brute,Fire1,False
Trans Spore,3501,18,203,7400,5900,Medium,Plant,Water1,False
Scout Basilisk,3502,20,243,9500,6200,Medium,Brute,Earth1,False
Combat Basilisk,3503,140,180030,1067900,1351400,Medium,Brute,Earth2,False
Combat Basilisk,3504,148,216036,1281500,1621700,Medium,Brute,Earth2,False
Big Eggring,3505,25,142480,548600,690800,Medium,Plant,Earth3,False
Jungle Madragora,3506,144,190570,1100000,1420000,Medium,Plant,Earth3,False
Fruits Pom Spider,3507,150,156532,880900,895400,Medium,Insect,Earth3,False
Eggring,3508,20,220,0,0,Medium,Plant,Earth1,False
Pet Child,3621,120,3500000,120000000,60000000,Large,Brute,Dark3,False
Special Guard,3622,100,21914,24200,22700,Medium,DemiHuman,Fire1,False
Plasma R,3623,1,30,0,0,Small,Formless,Fire1,False
Plasma G,3624,1,30,0,0,Small,Formless,Earth1,False
Plasma B,3625,1,30,0,0,Small,Formless,Water1,False
Upgraded Heart Hunter,3626,110,51785,588900,600000,Large,DemiHuman,Dark2,False
Heart Hunter Guard,3627,105,41428,490800,500000,Medium,DemiHuman,Dark2,False
Heart Hunter Ebel,3628,110,2800000,80000000,400000000,Medium,DemiHuman,Dark2,False
Grudge of Broken Gun,3629,110,24911,390800,390800,Medium,Undead,Ghost2,False
Elena Bolkova,3630,115,2000000,30000000,15000000,Medium,DemiHuman,Wind3,False
Human Kimera,3631,100,36968,379800,329800,Medium,Brute,Neutral2,False
Material Kimera,3632,100,36968,379800,328900,Medium,Brute,Fire2,False
Venomous Chimera,3633,110,2800000,80000000,40000000,Large,Brute,Poison4,False
Little Isis,3636,59,2092,27900,29800,Large,Demon,Dark1,False
Diabolic,3669,104,10572,108600,107300,Small,Demon,Dark2,False
Deleter,3670,105,10000,104900,103800,Medium,Dragon,Fire2,False
Einherjar,3671,175,100000000,0,201000,Large,Demon,Dark4,False
Household Bat,3672,24,10000000,5000,5000,Small,Brute,Dark1,False
Household Elder Bat,3673,131,35000000,5000,5000,Small,Brute,Dark2,False
Household Wolf,3674,100,50000000,5000,5000,Medium,Brute,Earth1,False
Household Rat,3675,101,5000000,5000,5000,Small,Brute,Poison2,False
Vengeful Soul,3676,245,216000000,170375000,185180000,Large,Formless,Neutral4,False
Evolved Grief,3677,246,211100000,170375000,185180000,Large,Formless,Dark3,False
Grief,3678,247,211100000,170375000,185180000,Large,Formless,Dark2,False
Mist Shade,3679,248,196543434,170375000,185180000,Small,Formless,Holy4,False
Wretched Screamer,3680,243,181100000,170375000,185180000,Large,Formless,Fire4,False
Thistle,3681,244,194116000,170375000,185180000,Large,Formless,Ghost2,False
Scatleton,3731,1,1,0,0,Large,Formless,Ghost4,False
Shotgun Buffalo Bandit,3736,103,11819,158300,152900,Large,DemiHuman,Fire2,False
Revolver Buffalo Bandit,3737,101,9700,144300,137300,Large,DemiHuman,Fire2,False
Scimitar Buffalo Bandit,3738,107,14547,180700,171900,Large,DemiHuman,Fire2,False
Coyote,3739,110,17854,185200,175700,Medium,Brute,Earth2,False
Gaster,3740,141,90574,508000,471600,Medium,Formless,Poison2,False
Mechaspider,3741,158,9799123,315089500,211279500,Large,Formless,Neutral2,False
Purple Ore,3742,255,20,0,0,Small,Formless,Neutral1,False
Sea Anemone,3743,1,10,0,0,Small,Formless,Neutral1,False
Elite Shotgun Buffalo Bandit,3747,148,135292,762800,807700,Large,DemiHuman,Fire3,False
Elite Revolver Buffalo Bandit,3748,151,160515,959700,909300,Large,DemiHuman,Fire3,False
Elite Scimitar Buffalo Bandit,3749,152,174345,956300,1021700,Large,DemiHuman,Fire3,False
Matt Drainliar,3750,131,42246,392800,376900,Small,Brute,Dark2,False
Restless Zombie,3752,130,40984,362100,317700,Medium,Undead,Undead1,False
Restless Ghoul,3753,136,67379,442200,393700,Medium,Undead,Undead2,False
Sweet Nightmare,3754,135,61334,402300,402200,Large,Demon,Ghost2,False
Ghastly Black Mushroom,3755,130,150000,243700,228400,Small,Plant,Earth1,False
Bomi,3756,137,378510,1503400,1353300,Medium,DemiHuman,Ghost2,False
Furious Dracula,3757,139,6909690,268275300,181788200,Large,Demon,Dark4,False
Furious Moonlight,3758,118,4287803,140323800,96275900,Medium,Demon,Fire3,False
Furious Nine Tail,3759,116,21875,231500,216900,Medium,Brute,Fire3,False
Resentful Munak,3760,110,17728,184300,187600,Medium,Undead,Undead1,False
Resentful Bongun,3761,112,19077,213700,186900,Medium,Undead,Undead1,False
Resentful Sohee,3762,114,22414,200400,237300,Medium,Demon,Water2,False
Resentful Archer Skeleton,3763,115,20843,201000,257000,Medium,Undead,Undead1,False
Truthful Wizard,3764,118,121847,859900,769500,Small,Undead,Dark1,False
Furious Hero,3765,117,24078,238100,228800,Medium,Undead,Undead3,False
Swamp Arclouse,3787,106,1120,86400,90000,Medium,Insect,Earth2,False
Brown Rat,3788,101,988,68100,72000,Small,Brute,Poison2,False
Sweet Drops,3790,1,1,0,0,Large,Formless,Ghost4,False
Furious Gazeti,3792,126,117139,675500,645400,Medium,Demon,Water1,False
Furious Snowier,3793,129,105290,710600,671100,Large,Formless,Water2,False
Furious Ice Titan,3794,133,137656,751900,713200,Large,Formless,Water3,False
Solid Iceicle,3795,135,1012,20000,20000,Small,Formless,Water2,False
Awaken Ktullanux,3796,135,13521442,277728400,193702300,Large,Brute,Water4,False
Ominous Assulter,3799,160,592508,5421300,4837500,Medium,DemiHuman,Wind2,False
Ominous Permeter,3800,157,508355,5080600,4166100,Medium,Brute,Neutral2,False
Ominous Freezer,3801,159,549071,5489200,4391300,Medium,Brute,Water2,False
Ominous Solider,3802,161,592310,5919000,4912800,Medium,Brute,Earth2,False
Ominous Heater,3803,162,527390,5269900,4479400,Medium,Brute,Fire2,False
Ominous Turtle General,3804,165,11628549,343185400,214680000,Large,Brute,Earth2,False
Easter Egg,3805,3,25,400,400,Small,Formless,Neutral3,False
Easter Egg,3806,3,25,400,400,Small,Formless,Neutral3,False
YSF01 Seyren,3826,189,14400000,150000000,75000000,Medium,DemiHuman,Fire4,False
Poisoned Apple,3900,1,1,0,0,Medium,Plant,Earth1,False
Merretich 2,3901,180,18200000,100000000,100000000,Large,DemiHuman,Earth3,False
Merretich 3,3902,180,18200000,100000000,100000000,Large,DemiHuman,Earth3,False
Merretich 4,3903,180,18200000,100000000,100000000,Large,DemiHuman,Earth3,False
Merretich 5,3904,180,18200000,100000000,100000000,Large,DemiHuman,Earth3,False
Merretich 6,3905,180,18200000,100000000,100000000,Large,DemiHuman,Earth3,False
Merretich 7,3906,180,18200000,100000000,100000000,Large,DemiHuman,Earth3,False
Merretich 8,3907,180,18200000,100000000,100000000,Large,DemiHuman,Earth3,False
Merretich 9,3908,180,18200000,100000000,100000000,Large,DemiHuman,Earth3,False
Merretich 10,3909,180,18200000,100000000,100000000,Large,DemiHuman,Earth3,False
